run_timestamp,city,forecast_date,suitability_score,avg_cloud,min_cloud,max_cloud,moon_presence,moon_illumination,sunset,moonrise,moonset,wind_speed_kph,humidity,visibility_km,dewpoint_risk
2025-10-30T22:35:02.511817+10:30,Adelaide,2025-10-29,12.21303560908498,75.55,2.7,100.0,80.0,43.8,07:42 PM,11:39 AM,01:48 AM,11.5,62.25,24.1,1.5
2025-10-30T22:35:02.511817+10:30,Adelaide,2025-10-30,10.738844515027628,91.875,70.1,100.0,80.0,53.7,07:43 PM,12:43 PM,02:25 AM,11.2,49.93,24.1,-4.800000000000001
2025-10-30T22:35:02.511817+10:30,Adelaide,2025-10-31,17.451650697682457,14.875,0.0,39.7,80.0,63.5,07:44 PM,01:48 PM,02:58 AM,25.2,75.78,24.1,-2.0
2025-10-30T22:35:02.511817+10:30,Adelaide,2025-11-01,60.953078157534904,0.0,0.0,0.0,80.0,73.5,07:44 PM,02:54 PM,03:28 AM,7.2,47.35,24.1,-3.200000000000001
2025-10-30T22:35:02.511817+10:30,Adelaide,2025-11-02,7.50111997875983,97.875,91.5,100.0,80.0,82.3,07:45 PM,04:01 PM,03:56 AM,27.7,80.76,24.1,-2.5999999999999996
2025-10-30T22:35:02.511817+10:30,Adelaide,2025-11-03,7.896146501636082,44.1,25.9,62.3,80.0,89.7,07:46 PM,05:11 PM,04:24 AM,28.8,67.18,21.3,-3.4000000000000004
2025-10-30T22:35:02.511817+10:30,Adelaide,2025-11-04,6.7361611411674,100.0,100.0,100.0,80.0,95.6,07:47 PM,06:24 PM,04:53 AM,43.9,78.46,19.0,-1.299999999999999
2025-10-30T22:35:02.511817+10:30,Adelaide,2025-11-05,59.93260007451706,1.15,0.0,2.3,80.0,99.1,07:48 PM,07:41 PM,05:26 AM,8.3,77.49,24.1,-2.3000000000000007
2025-10-30T22:46:10.634485+10:30,Adelaide,thursday,2025-10-29,12.21303560908498,75.55,2.7,100.0,80.0,43.8,11.5,62.25,24.1
2025-10-30T22:46:10.634485+10:30,Adelaide,thursday,2025-10-30,10.738844515027628,91.875,70.1,100.0,80.0,53.7,11.2,49.93,24.1
2025-10-30T22:46:10.634485+10:30,Adelaide,thursday,2025-10-31,17.451650697682457,14.875,0.0,39.7,80.0,63.5,25.2,75.78,24.1
2025-10-30T22:46:10.634485+10:30,Adelaide,thursday,2025-11-01,60.953078157534904,0.0,0.0,0.0,80.0,73.5,7.2,47.35,24.1
2025-10-30T22:46:10.634485+10:30,Adelaide,thursday,2025-11-02,7.50111997875983,97.875,91.5,100.0,80.0,82.3,27.7,80.76,24.1
2025-10-30T22:46:10.634485+10:30,Adelaide,thursday,2025-11-03,7.896146501636082,44.1,25.9,62.3,80.0,89.7,28.8,67.18,21.3
2025-10-30T22:46:10.634485+10:30,Adelaide,thursday,2025-11-04,6.7361611411674,100.0,100.0,100.0,80.0,95.6,43.9,78.46,19.0
2025-10-30T22:46:10.634485+10:30,Adelaide,thursday,2025-11-05,59.93260007451706,1.15,0.0,2.3,80.0,99.1,8.3,77.49,24.1
